DateTime,x0,x1,x2,x3,y,y_obs,scenario
2004-01-01T18:15:00Z,-5.329999923706055,110.40189568360026,127.79366457511456,0.0,0.6068726244011086,0.515164329857044,test
2004-01-02T17:15:00Z,-3.890000104904175,111.04487461581203,139.97403632319117,-0.000301569047022839,0.6243658232189899,0.6479900830788088,train
2004-01-02T19:15:00Z,-3.990000009536743,111.04487461581203,139.97403632319117,-0.0002780999808895345,0.6218395114217954,0.6578176465585989,test
2004-01-02T20:45:00Z,-4.170000076293945,111.04487461581203,139.97403632319117,-0.00010888674916053308,0.6173186595966424,0.5360637621104664,test
2004-01-02T21:15:00Z,-4.289999961853027,111.04487461581203,139.97403632319117,-0.0003072541039817187,0.6143211250363833,0.679640336564501,train
2004-01-02T22:15:00Z,-4.53000020980835,111.04487461581203,139.97403632319117,-6.025369070014174e-05,0.6083735554610082,0.6222937243072312,test
2004-01-02T23:15:00Z,-4.809999942779541,111.04487461581203,139.97403632319117,-0.0006363035045108017,0.6015022770523181,0.5437844178354104,train
2004-01-02T23:45:00Z,-4.949999809265137,111.04487461581203,139.97403632319117,-0.0006231039215107354,0.5980975973629941,0.627188926348496,test
2004-01-03T05:15:00Z,-5.849999904632568,111.04487461581203,139.97403632319117,0.0,0.5766689246356673,0.6500033488595219,test
2004-01-03T05:45:00Z,-6.230000019073486,111.04487461581203,139.97403632319117,0.0,0.5678518945116233,0.6054847172845722,train
2004-01-03T16:45:00Z,-6.360000133514404,111.7463353677032,152.134796528844,-0.0021118531284891,0.5478872289671675,0.6231200526125905,train
2004-01-03T19:15:00Z,-7.0,111.7463353677032,152.134796528844,-0.0004428416718633808,0.5338614817420128,0.5030287283597414,test
2004-01-04T20:45:00Z,-6.96999979019165,112.5062368475832,164.27196355394298,-0.0057660381696662,0.5181466382052072,0.502491240464692,train
2004-01-04T23:45:00Z,-7.590000152587891,112.5062368475832,164.27196355394298,-0.00010439888798460827,0.5053119960831255,0.4548875053072132,test
2004-01-05T18:15:00Z,-3.2799999713897705,113.3243800911742,176.38459379797695,0.0,0.5830827150740002,0.601117436208595,train
2004-01-05T21:45:00Z,-3.5299999713897705,113.3243800911742,176.38459379797695,0.0,0.5772020779395243,0.4938956536299135,test
2004-01-06T02:45:00Z,-3.829999923706055,113.3243800911742,176.38459379797695,0.0,0.5702235492551387,0.596512831991737,test
2004-01-07T05:15:00Z,0.1000000014901161,114.20067841643468,188.4668258154608,0.0,0.647556290471443,0.5919934104386253,test
2004-01-08T21:15:00Z,-5.090000152587891,116.12699189021562,212.53073516935603,0.0,0.4911071429683528,0.50656569648967,train
2004-01-08T23:45:00Z,-2.0,116.12699189021562,212.53073516935603,0.0,0.5566579969981093,0.5563431388541237,train
2004-01-09T05:15:00Z,-1.0800000429153442,116.12699189021562,212.53073516935603,-0.0004408163440470793,0.5778125004781497,0.5669382070747918,train
2004-01-10T18:45:00Z,-4.409999847412109,118.28391190990806,236.42844700993436,0.0,0.4714061438929631,0.40825255119851506,train
2004-01-10T22:15:00Z,-4.550000190734863,118.28391190990806,236.42844700993436,0.0,0.4687377756227808,0.4742336403211202,test
2004-01-11T07:45:00Z,-3.3299999237060547,118.28391190990806,236.43635955304484,0.0,0.4924936659982123,0.47292845149979246,train
2004-01-11T23:45:00Z,1.0199999809265137,119.44830332274238,248.30721717096645,0.0,0.5671897044940802,0.6560668531503695,train
2004-01-12T02:15:00Z,1.3799999952316284,119.44830332274238,248.30721717096645,0.0,0.5755295468749516,0.4885888368332971,train
2004-01-12T02:45:00Z,1.5399999618530271,119.44830332274238,248.30721717096645,0.0,0.5792753978499672,0.5830161851727246,train
2004-01-12T05:45:00Z,1.0800000429153442,119.44830332274238,248.30721717096645,0.0,0.5685712395419017,0.5518374875414692,train
2004-01-12T07:15:00Z,0.4600000083446502,119.44830332274238,248.30721717096645,0.0,0.5544561806302443,0.5187751188876635,train
2004-01-12T18:15:00Z,1.0800000429153442,120.66969007949034,260.1344704741981,0.0,0.5485577674822394,0.5305790071204219,test
2004-01-12T19:15:00Z,1.2300000190734863,120.66969007949034,260.1344704741981,0.0,0.5519042487625795,0.4997631342625151,train
2004-01-12T19:45:00Z,1.690000057220459,120.66969007949034,260.1344704741981,0.0,0.5622946300975675,0.5270317049391895,test
2004-01-12T20:45:00Z,2.299999952316284,120.66969007949034,260.1344704741981,0.0,0.5763754854105817,0.6331543374312942,test
2004-01-12T21:45:00Z,2.150000095367432,120.66969007949034,260.1344704741981,0.0,0.5728806251183146,0.5153759622497985,train
2004-01-13T05:15:00Z,1.3799999952316284,120.66969007949034,260.1344704741981,0.0,0.5552711452801535,0.43757919924764876,test
2004-01-13T18:15:00Z,2.0999999046325684,121.94781065583228,271.9044478103265,0.0,0.5512413548396875,0.5493731527664373,test
2004-01-13T21:15:00Z,2.6600000858306885,121.94781065583228,271.9044478103265,0.0,0.5639010524613778,0.4102108688923832,train
2004-01-14T04:45:00Z,2.759999990463257,121.94781065583228,271.9044478103265,0.0,0.56619211387697,0.6036332885440412,train
2004-01-14T21:45:00Z,-2.150000095367432,123.28230320413908,283.61106201296536,0.0,0.4470761173998425,0.4188301299927153,train
2004-01-14T22:15:00Z,-2.25,123.28230320413908,283.61106201296536,0.0,0.4452670515063,0.5199128718387925,train
2004-01-15T02:15:00Z,-1.0800000429153442,123.28230320413908,283.61106201296536,0.0,0.4668993145189276,0.4980019033147383,train
2004-01-15T06:15:00Z,-2.359999895095825,123.28230320413908,283.61106201296536,-0.0014840816186398,0.4432789541274295,0.4234648396218487,train
2004-01-15T06:45:00Z,-1.840000033378601,123.28230320413908,283.61106201296536,0.0,0.4527310705690766,0.4859127638933571,test
2004-01-15T07:15:00Z,-2.0999999046325684,123.28230320413908,283.61106201296536,0.0,0.4479834090692777,0.40580377788080113,train
2004-02-04T06:15:00Z,-4.380000114440918,161.16669695824385,496.6041251805216,0.0,0.1738963215838127,0.16134227779411597,test
2004-02-04T18:45:00Z,-0.8199999928474426,163.57601875662803,505.77569134458975,-0.0022359233291781,0.19230041289715238,0.1857571002416153,train
2004-02-04T22:15:00Z,-2.4600000381469727,163.57601875662803,505.77569134458975,-0.0006685714478395423,0.17993185460769975,0.20014926545296619,test
2004-02-05T01:45:00Z,-2.4100000858306885,163.57601875662803,505.77569134458975,0.0,0.1802982101361996,0.16778122837081527,test
2004-02-18T05:45:00Z,-2.9200000762939453,198.53351323663568,607.0999904723268,-0.0731581471851285,0.1195653563871765,0.12250868816353629,train
2004-02-18T20:15:00Z,-1.950000047683716,201.467354574396,613.3833801043996,-0.0157613293881319,0.12364904892277832,0.1279942588944459,test
2004-02-18T23:45:00Z,-2.970000028610229,201.467354574396,613.3833801043996,0.0,0.118658245560741,0.1266216643135996,test
2004-02-20T04:45:00Z,-8.899999618530273,204.43091028025373,619.4392895410097,-0.0023510204431961,0.09311329211622776,0.0796702555221452,train
2004-02-20T05:15:00Z,-8.829999923706055,204.43091028025373,619.4392895410097,-0.0015072538901348,0.09337873359461663,0.09951355786745625,train
2004-02-21T00:45:00Z,-2.0999999046325684,207.42290635276584,625.2621229201196,0.0,0.1229793377556971,0.15289262882676175,train
2004-02-21T02:45:00Z,-2.150000095367432,207.42290635276584,625.2621229201196,0.0,0.1227302702089988,0.12623745061868144,train
2004-02-21T03:45:00Z,-1.690000057220459,207.42290635276584,625.2621229201196,0.0,0.1250408418555784,0.12690898942901865,train
2004-02-21T04:15:00Z,-1.0800000429153442,207.42290635276584,625.2621229201196,0.0,0.1281720870364803,0.1205949731568297,test
2004-02-21T04:45:00Z,0.3100000023841858,207.42290635276584,625.2621229201196,0.0,0.1356032635668911,0.13108445507910674,train
2004-02-21T06:15:00Z,3.7899999618530273,207.42290635276584,625.2621229201196,-0.0004261224367180649,0.15615217890792793,0.15626683391917917,train
2004-02-21T18:15:00Z,8.760000228881836,210.4423862785101,630.8498578411269,-0.1955146536535146,0.19195308557333002,0.17373066113959912,test
2004-02-21T21:15:00Z,7.630000114440918,210.4423862785101,630.8498578411269,-0.2362739628772346,0.18328198000365506,0.161093952402815,test
2004-02-21T21:45:00Z,8.760000228881836,210.4423862785101,630.8498578411269,-0.242570289183636,0.1918627820771021,0.1843000013935279,train
2004-02-22T05:45:00Z,3.3299999237060547,210.4423862785101,630.8498578411269,-0.3074659871738784,0.1538478176560591,0.14483070056309133,test
2004-02-22T06:15:00Z,3.119999885559082,210.4423862785101,630.8498578411269,-0.3080831300117531,0.1525424589348706,0.1819951172971496,test
2004-02-22T18:15:00Z,4.920000076293945,213.48818745960796,636.2043735629411,-0.3926765258482524,0.16578270946288162,0.16579335638831766,test
2004-02-22T19:45:00Z,4.559999942779541,213.48818745960796,636.2043735629411,-0.389567224247115,0.16338547651628613,0.17581823463423638,train
2004-02-23T18:15:00Z,-4.199999809265137,216.55904227296512,641.3209533687526,-0.1479617561314787,0.11657942670501734,0.11907897866517898,test
2004-02-23T18:45:00Z,-4.349999904632568,216.55904227296512,641.3209533687526,-0.1473651545917501,0.11587323600614383,0.12143762588607038,train
2004-02-23T19:15:00Z,-4.480000019073486,216.55904227296512,641.3209533687526,-0.1493929096867843,0.11526173190022104,0.10770653297009365,train
2004-02-23T19:45:00Z,-4.829999923706055,216.55904227296512,641.3209533687526,-0.1509137259642688,0.11363584447254259,0.12460721130817344,train
2004-02-23T20:15:00Z,-5.079999923706055,216.55904227296512,641.3209533687526,-0.1518247463794387,0.11248875385779249,0.11106638115252292,test
2004-02-23T20:45:00Z,-5.159999847412109,216.55904227296512,641.3209533687526,-0.1530663790745395,0.11212307106986431,0.13715958032521472,train
2004-02-23T21:15:00Z,-5.349999904632568,216.55904227296512,641.3209533687526,-0.1533325013500087,0.11126231552233797,0.08911906459270247,test
2004-02-23T21:45:00Z,-5.5,216.55904227296512,641.3209533687526,-0.154779848309804,0.11058607337253243,0.10721703972645587,test
2004-02-24T03:15:00Z,-6.150000095367432,216.55904227296512,641.3209533687526,-0.1592245781415579,0.10770483529263496,0.09942316246380216,train
2004-02-24T05:15:00Z,-6.179999828338623,216.55904227296512,641.3209533687526,-0.1555773834050917,0.1075778279493052,0.10754752951501034,train
2004-02-24T05:45:00Z,-6.159999847412109,216.55904227296512,641.3209533687526,-0.1552247303517497,0.10766548104383039,0.11627559220630802,test
2004-02-24T06:15:00Z,-6.139999866485596,216.55904227296512,641.3209533687526,-0.1552656988665765,0.10775278141799895,0.10249302161243416,test
2004-02-25T04:15:00Z,-13.020000457763672,219.6539979726076,646.1974290574694,-0.2249775407029582,0.08304353929570309,0.08743013824787968,test
2004-02-26T22:15:00Z,-3.069999933242798,225.9112412977964,655.2374651946593,-0.0266672051682764,0.1308202406032228,0.12776593398754937,test
2004-02-27T01:15:00Z,-3.640000104904175,225.9112412977964,655.2374651946593,-0.0203061666829245,0.1278395886075518,0.13691552412357105,train
2004-02-27T01:45:00Z,-3.690000057220459,225.9112412977964,655.2374651946593,-0.0213273911622105,0.12757937604870118,0.13803827204483965,test
2004-02-27T02:15:00Z,-3.819999933242798,225.9112412977964,655.2374651946593,-0.022150248308571,0.1269076248207026,0.10941876820365981,train
2004-02-27T18:45:00Z,-5.78000020980835,229.07132316765689,659.3955408969325,-0.0261857506535491,0.12069812629531931,0.11787340441972924,train
2004-02-27T19:15:00Z,-5.889999866485596,229.07132316765689,659.3955408969325,-0.0260683142482017,0.12016114013293848,0.12711234953857733,test
2004-02-28T04:45:00Z,-9.729999542236328,229.07132316765689,659.3955408969325,-0.0226036310098609,0.10283952205176747,0.09821619449621559,test
2004-02-29T18:15:00Z,-4.690000057220459,235.44838687501223,666.9918315362236,-0.0115110523338828,0.13487473818887277,0.16676920796463254,test
2004-02-29T19:45:00Z,-5.159999847412109,235.44838687501223,666.9918315362236,-0.0112936893996535,0.13232907391921744,0.1099011927257251,test
2004-02-29T20:15:00Z,-5.909999847412109,235.44838687501223,666.9918315362236,-0.0112319083277668,0.12836561240101685,0.1311144713203159,test
2004-03-01T18:15:00Z,-5.460000038146973,238.66313859711715,670.4281554537979,-0.0098595918489962,0.13562702045925834,0.11258623748943894,test
2004-03-01T18:45:00Z,-5.559999942779541,238.66313859711715,670.4281554537979,-0.0097338298887622,0.13507838397565378,0.11700771380917624,test
2004-03-02T23:45:00Z,-5.440000057220459,241.89378460785372,673.6253527646312,-0.0030293278937437,0.14109012216301617,0.15209433878796663,train
2004-03-03T03:15:00Z,-5.380000114440918,241.89378460785372,673.6253527646312,0.0,0.1414380669802467,0.1373529033436776,test
2004-03-03T19:45:00Z,-1.0199999809265137,245.1391734226607,676.5805915961713,-0.0616804193249162,0.17560436566872029,0.16542069945103904,test
2004-03-04T01:45:00Z,-7.070000171661377,245.1391734226607,676.5805915961713,-0.0502262337528767,0.1374199665306588,0.1517499746591061,train
2004-03-04T03:45:00Z,-7.610000133514404,245.1391734226607,676.5805915961713,-0.0473991574905195,0.1344476417413892,0.12417101632029182,test
2004-03-04T22:15:00Z,-4.539999961853027,248.3981602037015,679.2971265534617,-0.23037298569556,0.15843139844931467,0.1373687961497146,train
2004-03-07T19:45:00Z,-1.6399999856948853,258.2452582304987,686.019869993066,-0.0040887454091286,0.20337714091582623,0.2413451305115722,train
